loan_id,current_balance,interest_rate,payment_status,days_past_due,last_payment_date,document_status,servicer_name,last_updated_at
L-104422,381095.60,10.17,delinquent_60,,2026-08-09,,Rocket Servicing,2026-08-02
L-104423,304663.26,10.27,forbearance,0,2026-08-04,verified,Freedom Mortgage,2026-08-21
L-104424,,,delinquent_60,45,,verified,,2026-08-27
L-104425,368879.11,11.74,delinquent_90+,31,2026-07-11,complete,Rocket Servicing,2026-08-09
L-104426,209316.67,5.91,delinquent_60,120,2026-03-20,verified,Apex Loan Servicing,2026-08-10
L-104427,180327.50,3.54,forbearance,0,2026-02-27,pending,ServPro,2026-08-18
L-104428,96358.06,8.32,delinquent_90+,45,2026-01-20,pending,Apex Loan Servicing,2026-08-26
L-104429,392957.29,10.54,,,2026-01-23,verified,,2026-08-10
L-104430,62505.97,7.74,delinquent_60,31,2026-03-14,complete,Freedom Mortgage,2026-08-12
L-104431,45998.82,4.87,delinquent_90+,,2026-03-27,complete,,2026-08-07
L-104432,450955.67,12.86,delinquent_60,62,2026-02-27,complete,Apex Loan Servicing,2026-08-22
L-104433,446623.26,12.95,delinquent_60,45,2026-08-11,complete,Rocket Servicing,2026-08-13
L-104434,244075.98,3.24,delinquent_60,120,2026-03-23,complete,ServPro,2026-08-06
L-104435,76866.07,4.76,delinquent_60,31,2026-03-22,pending,ServPro,2026-08-17
L-104436,353319.00,5.48,delinquent_90+,75,2026-03-15,pending,Freedom Mortgage,2026-08-05
L-104437,64552.75,7.87,delinquent_90+,75,2026-05-14,missing,Apex Loan Servicing,2026-08-26
L-104438,63720.03,10.11,delinquent_60,75,2026-08-21,verified,Rocket Servicing,2026-08-19
L-104439,468424.67,5.97,forbearance,0,2026-04-26,complete,Freedom Mortgage,2026-08-14
L-104440,307672.97,8.44,delinquent_90+,75,2026-05-23,complete,Rocket Servicing,2026-08-08
L-104441,205778.76,7.77,forbearance,0,2026-04-25,pending,First National,2026-08-07
L-104442,148643.35,11.06,delinquent_30,31,2026-08-15,complete,Rocket Servicing,2026-08-08
L-104443,268424.62,8.91,delinquent_30,45,2026-02-21,missing,First National,2026-08-17
L-104444,32702.53,5.85,current,0,2026-03-08,verified,Freedom Mortgage,2026-08-18
L-104445,136114.92,8.51,forbearance,0,2026-06-07,complete,First National,2026-08-12
L-104446,429694.71,9.26,forbearance,0,2026-02-12,verified,Freedom Mortgage,2026-08-09
L-104447,413621.19,9.46,current,0,2026-01-22,verified,ServPro,2026-08-01
L-104448,406865.16,5.33,delinquent_90+,62,2026-01-10,verified,First National,2026-08-05
L-104449,474708.61,4.60,delinquent_30,62,2026-08-18,pending,Freedom Mortgage,2026-08-11
L-104450,458847.36,14.42,delinquent_30,75,2026-02-26,pending,Rocket Servicing,2026-08-02
L-104451,,6.38,delinquent_90+,,2026-08-21,,First National,2026-08-13
L-104452,231866.58,,delinquent_60,,2026-03-28,,,2026-08-14
L-104453,203739.74,6.99,forbearance,0,2026-04-14,complete,ServPro,2026-08-18
L-104454,324968.21,4.47,delinquent_60,31,2026-08-08,verified,Freedom Mortgage,2026-08-02
L-104455,467489.41,3.49,delinquent_60,45,2026-01-07,complete,Apex Loan Servicing,2026-08-05
L-104456,305433.42,12.65,delinquent_90+,45,2026-07-26,complete,ServPro,2026-08-01
L-104457,449480.12,8.41,forbearance,0,2026-06-21,verified,Apex Loan Servicing,2026-08-17
L-104458,405480.39,9.89,current,0,2026-04-06,verified,Freedom Mortgage,2026-08-18
L-104459,323544.98,4.59,forbearance,0,2026-04-06,pending,Apex Loan Servicing,2026-08-15
L-104460,323614.14,,delinquent_30,,2026-05-16,,Rocket Servicing,2026-08-10
L-104461,152860.89,9.70,delinquent_90+,95,2026-01-02,,,2026-08-16
L-104462,399798.83,9.39,delinquent_60,75,2026-04-13,verified,Apex Loan Servicing,2026-08-27
L-104463,232069.42,6.70,delinquent_60,120,2026-01-09,missing,Apex Loan Servicing,2026-08-08
L-104464,176413.35,2.66,delinquent_90+,120,2026-08-02,complete,Freedom Mortgage,2026-08-04
L-104465,73785.00,10.06,current,0,2026-04-25,missing,Apex Loan Servicing,2026-08-23
L-104466,139307.67,5.01,current,0,2026-06-22,verified,Apex Loan Servicing,2026-08-14
L-104467,19722.27,,forbearance,0,2026-04-07,missing,,2026-08-06
L-104468,358039.55,4.50,delinquent_30,75,2026-01-22,pending,First National,2026-08-13
L-104469,49883.21,3.13,,0,,,Apex Loan Servicing,2026-08-05
L-104470,218217.08,,forbearance,0,,missing,Rocket Servicing,2026-08-15
L-104471,123773.12,6.51,current,0,2026-06-01,complete,Apex Loan Servicing,2026-08-23
L-104472,386220.31,11.59,delinquent_60,75,2026-08-26,pending,Rocket Servicing,2026-08-06
L-104473,178280.76,6.93,delinquent_90+,75,2026-04-12,pending,Rocket Servicing,2026-08-04
L-104474,467005.08,11.90,,0,2026-07-16,complete,,2026-08-02
L-104475,160103.37,7.58,delinquent_30,62,2026-03-07,missing,ServPro,2026-08-15
L-104476,43547.83,6.11,current,0,2026-06-16,complete,ServPro,2026-08-11
L-104477,301421.30,9.92,delinquent_90+,120,,missing,,2026-08-06
L-104478,62960.57,8.82,forbearance,0,2026-02-13,pending,First National,2026-08-16
L-104479,155693.01,13.99,current,0,2026-02-09,pending,Rocket Servicing,2026-08-04
L-104480,213810.20,3.39,,,2026-04-15,,,2026-08-03
L-104481,228232.42,12.60,delinquent_60,31,2026-01-22,verified,ServPro,2026-08-20
L-104482,434730.77,6.31,current,0,2026-06-16,complete,Freedom Mortgage,2026-08-09
L-104483,188802.44,14.27,current,0,2026-08-13,complete,ServPro,2026-08-01
L-104484,219669.04,,forbearance,0,2026-04-28,complete,,2026-08-22
L-104485,304946.11,10.30,delinquent_90+,45,2026-01-08,missing,ServPro,2026-08-19
L-104486,458633.79,7.56,current,0,2026-01-03,complete,Rocket Servicing,2026-08-10
L-104487,376044.55,11.17,delinquent_90+,95,2026-03-28,missing,First National,2026-08-04
L-104488,138075.87,5.75,delinquent_30,62,2026-02-27,complete,Rocket Servicing,2026-08-16
L-104489,143529.70,7.25,delinquent_90+,45,2026-05-25,pending,Freedom Mortgage,2026-08-08
L-104490,34662.34,7.61,delinquent_60,45,2026-02-26,complete,ServPro,2026-08-17
L-104491,452168.87,12.21,,0,2026-02-21,,Rocket Servicing,2026-08-20
L-104492,35699.07,11.54,delinquent_60,75,,,,2026-08-09
L-104493,366593.68,5.30,delinquent_90+,62,2026-06-01,verified,First National,2026-08-25
L-104494,395225.55,3.74,delinquent_30,75,2026-02-08,missing,ServPro,2026-08-24
L-104495,119997.28,3.76,current,0,2026-08-18,complete,ServPro,2026-08-18
L-104496,401915.05,11.49,delinquent_90+,120,2026-07-02,complete,Apex Loan Servicing,2026-08-26
L-104497,113025.33,2.66,current,0,2026-06-21,missing,Rocket Servicing,2026-08-16
L-104498,241696.89,5.36,delinquent_30,62,2026-08-08,verified,Apex Loan Servicing,2026-08-16
L-104499,389109.04,8.52,delinquent_60,45,2026-06-27,pending,First National,2026-08-22
L-104500,383583.85,6.34,delinquent_60,31,2026-04-16,complete,First National,2026-08-24
L-104501,85347.19,7.27,forbearance,0,2026-08-09,complete,Apex Loan Servicing,2026-08-12
L-104502,257052.87,10.39,delinquent_60,31,2026-06-16,pending,Apex Loan Servicing,2026-08-03
L-104503,77826.56,7.28,current,0,2026-07-07,pending,Rocket Servicing,2026-08-03
L-104504,306837.62,3.58,delinquent_60,62,2026-01-26,verified,Freedom Mortgage,2026-08-24
L-104505,311888.39,13.21,current,0,2026-01-13,pending,First National,2026-08-25
L-104506,268344.76,,delinquent_30,,,,Freedom Mortgage,2026-08-08
L-104507,93054.06,7.18,delinquent_90+,45,2026-06-01,pending,Apex Loan Servicing,2026-08-12
L-104508,428661.91,3.98,delinquent_30,120,2026-08-23,complete,Rocket Servicing,2026-08-03
L-104509,100736.31,10.31,delinquent_30,120,,verified,,2026-08-09
L-104510,10636.08,5.53,current,,2026-08-20,pending,,2026-08-16
L-104511,341731.83,5.95,delinquent_60,31,,,,2026-08-22
L-104512,274123.12,10.46,delinquent_60,45,2026-01-28,missing,Rocket Servicing,2026-08-23
L-104513,329840.40,8.40,forbearance,0,2026-04-13,missing,Freedom Mortgage,2026-08-16
L-104514,302748.00,,,,,verified,First National,2026-08-05
L-104515,45406.96,6.35,current,0,2026-02-08,pending,First National,2026-08-04
L-104516,137486.72,6.98,current,0,2026-03-28,missing,ServPro,2026-08-19
L-104517,373693.26,5.96,current,0,2026-03-07,pending,Freedom Mortgage,2026-08-06
L-104518,123403.79,,delinquent_60,120,2026-08-02,,Apex Loan Servicing,2026-08-10
L-104519,,8.82,,0,,missing,Apex Loan Servicing,2026-08-15
L-104520,102423.38,9.92,current,0,2026-04-04,verified,Apex Loan Servicing,2026-08-06
L-104521,288127.17,,delinquent_90+,,2026-02-12,,,2026-08-04
L-104522,40393.69,7.89,forbearance,0,2026-05-09,pending,Apex Loan Servicing,2026-08-01
L-104523,111082.73,5.01,,,,complete,,2026-08-22
L-104524,153750.86,2.87,,,,verified,First National,2026-08-01
L-104525,115502.95,6.77,forbearance,0,2026-03-28,pending,Rocket Servicing,2026-08-18
L-104526,321889.65,11.85,current,0,2026-03-19,pending,Apex Loan Servicing,2026-08-11
L-104527,367789.07,11.25,forbearance,0,2026-05-16,verified,Apex Loan Servicing,2026-08-18
L-104528,249836.47,11.34,delinquent_30,75,2026-02-12,verified,Rocket Servicing,2026-08-04
L-104529,408670.46,13.87,delinquent_30,120,2026-01-15,complete,ServPro,2026-08-14
L-104530,428558.33,3.23,delinquent_90+,45,2026-04-03,complete,Apex Loan Servicing,2026-08-26
L-104531,346350.98,10.86,current,0,2026-06-11,pending,First National,2026-08-20
L-104532,126425.98,,current,0,2026-04-16,verified,,2026-08-20
L-104533,260764.80,11.79,delinquent_30,75,2026-04-01,verified,First National,2026-08-26
L-104534,181257.61,,delinquent_30,,2026-01-16,pending,First National,2026-08-13
L-104535,270468.26,13.68,,,,pending,Freedom Mortgage,2026-08-12
L-104536,442466.68,3.23,delinquent_90+,62,2026-03-19,complete,Rocket Servicing,2026-08-23
L-104537,187680.25,13.48,delinquent_90+,95,2026-02-05,complete,ServPro,2026-08-06
L-104538,360318.04,2.91,delinquent_60,75,2026-01-28,pending,Rocket Servicing,2026-08-23
L-104539,157390.15,13.54,forbearance,0,2026-02-19,verified,Apex Loan Servicing,2026-08-26
L-104540,360043.00,5.83,delinquent_90+,62,2026-08-24,complete,ServPro,2026-08-09
L-104541,445109.92,,delinquent_60,,2026-02-12,missing,ServPro,2026-08-16
L-104542,138288.88,9.27,delinquent_30,31,2026-02-24,verified,ServPro,2026-08-26
L-104543,354753.02,10.65,current,0,2026-01-03,pending,Rocket Servicing,2026-08-21
L-104544,39276.43,6.69,forbearance,0,2026-01-13,verified,First National,2026-08-19
L-104545,7639.76,3.09,current,,,,Rocket Servicing,2026-08-02
L-104546,464690.53,5.56,delinquent_60,62,2026-08-13,pending,Rocket Servicing,2026-08-24
L-104547,171728.25,6.84,current,0,2026-05-18,pending,Rocket Servicing,2026-08-13
L-104548,155221.53,7.56,current,0,2026-04-17,complete,ServPro,2026-08-20
L-104549,42581.94,14.35,current,0,2026-03-22,complete,ServPro,2026-08-12
L-104550,290789.63,,,,2026-05-08,,First National,2026-08-11
L-104551,213616.41,12.56,current,0,2026-08-09,complete,ServPro,2026-08-22
L-104552,400747.13,3.72,,0,,complete,,2026-08-23
L-104553,113632.25,12.38,delinquent_30,31,2026-08-13,verified,First National,2026-08-06
L-104554,462619.23,3.70,forbearance,0,2026-05-10,missing,ServPro,2026-08-19
L-104555,178600.01,13.88,forbearance,0,2026-03-09,missing,First National,2026-08-22
L-104556,92979.67,13.24,current,0,2026-02-28,pending,ServPro,2026-08-21
L-104557,342364.48,11.87,delinquent_90+,,,,,2026-08-24
L-104558,470088.18,3.61,delinquent_60,62,2026-05-01,complete,Apex Loan Servicing,2026-08-22
L-104559,166384.58,11.63,forbearance,0,2026-05-13,pending,Apex Loan Servicing,2026-08-05
L-104560,142368.19,11.40,forbearance,0,2026-08-18,complete,ServPro,2026-08-25
L-104561,410507.77,8.14,delinquent_30,75,,,,2026-08-17
L-104562,65228.42,12.78,delinquent_60,31,2026-02-28,verified,First National,2026-08-14
L-104563,217024.29,7.80,delinquent_90+,75,2026-07-23,verified,First National,2026-08-23
L-104564,284455.54,9.72,delinquent_60,45,2026-07-27,missing,Freedom Mortgage,2026-08-11
L-104565,313105.55,5.03,delinquent_90+,75,2026-08-28,complete,Apex Loan Servicing,2026-08-26
L-104566,362211.78,7.87,forbearance,0,2026-02-01,missing,ServPro,2026-08-24
L-104567,383339.19,11.30,delinquent_90+,75,2026-01-22,missing,Rocket Servicing,2026-08-26
L-104568,463836.95,13.50,current,0,2026-05-02,missing,ServPro,2026-08-15
L-104569,31317.43,14.13,current,0,2026-02-12,missing,Rocket Servicing,2026-08-09
L-104570,21996.02,12.47,forbearance,0,2026-06-15,missing,Freedom Mortgage,2026-08-12
L-104571,304216.91,8.39,delinquent_60,120,2026-05-12,missing,Rocket Servicing,2026-08-23
L-104572,229864.71,13.81,delinquent_90+,45,2026-04-27,missing,Rocket Servicing,2026-08-06
L-104573,228449.91,6.51,forbearance,0,2026-06-07,complete,ServPro,2026-08-06
L-104574,67102.00,10.00,delinquent_30,75,2026-07-19,missing,Apex Loan Servicing,2026-08-18
L-104575,454709.53,9.16,delinquent_60,45,2026-07-27,verified,First National,2026-08-08
L-104576,206242.83,9.82,current,0,2026-03-25,verified,ServPro,2026-08-22
L-104577,130496.37,4.57,forbearance,0,2026-05-07,missing,First National,2026-08-02
L-104578,291499.67,7.28,current,0,2026-07-12,pending,ServPro,2026-08-16
L-104579,226841.36,8.81,delinquent_30,62,2026-08-04,verified,Rocket Servicing,2026-08-19
L-104580,283549.01,7.18,delinquent_90+,95,2026-06-01,verified,Freedom Mortgage,2026-08-11
L-104581,168527.53,3.69,forbearance,0,2026-02-12,verified,Apex Loan Servicing,2026-08-16
L-104582,233170.18,8.62,delinquent_30,31,2026-08-22,complete,First National,2026-08-17
L-104583,115056.74,12.70,delinquent_60,120,2026-01-05,pending,ServPro,2026-08-10
L-104584,210293.11,12.83,delinquent_30,62,2026-05-04,complete,First National,2026-08-23
L-104585,279178.71,6.73,forbearance,0,2026-02-04,pending,Apex Loan Servicing,2026-08-10
L-104586,129850.15,5.47,current,0,2026-03-18,verified,Apex Loan Servicing,2026-08-04
L-104587,315424.10,,current,,2026-04-27,,Freedom Mortgage,2026-08-19
L-104588,360939.63,3.21,delinquent_60,95,2026-07-14,verified,Apex Loan Servicing,2026-08-09
L-104589,423253.86,10.61,,,2026-05-06,,,2026-08-17
L-104590,187830.95,8.19,delinquent_90+,45,2026-05-21,missing,First National,2026-08-24
L-104591,42677.54,,,0,,,ServPro,2026-08-19
L-104592,455675.13,6.46,,0,,pending,Freedom Mortgage,2026-08-14
L-104593,293004.09,5.84,delinquent_60,120,2026-04-23,verified,Freedom Mortgage,2026-08-13
L-104594,346380.70,11.65,delinquent_90+,95,2026-04-24,missing,Apex Loan Servicing,2026-08-03
L-104595,411139.35,14.11,delinquent_90+,45,2026-08-16,missing,ServPro,2026-08-26
L-104596,441678.67,3.50,delinquent_60,31,2026-08-13,pending,Apex Loan Servicing,2026-08-13
L-104597,459668.92,7.07,delinquent_30,120,2026-05-04,missing,ServPro,2026-08-08
L-104598,53585.16,4.19,delinquent_60,31,2026-05-03,complete,ServPro,2026-08-26
L-104599,178096.17,12.15,delinquent_30,120,2026-04-15,complete,Freedom Mortgage,2026-08-14
L-104600,52352.98,9.94,delinquent_30,62,2026-06-01,complete,Apex Loan Servicing,2026-08-07
L-104601,433753.80,10.44,current,0,2026-02-24,missing,Apex Loan Servicing,2026-08-10
L-104602,215387.17,5.20,current,0,2026-04-16,complete,First National,2026-08-24
L-104603,36162.16,10.47,delinquent_90+,62,2026-04-03,verified,Rocket Servicing,2026-08-14
L-104604,385907.10,14.49,current,0,2026-03-04,verified,Freedom Mortgage,2026-08-15
L-104605,423539.19,,delinquent_60,95,,,,2026-08-06
L-104606,41455.85,12.09,forbearance,0,2026-03-28,pending,Rocket Servicing,2026-08-01
L-104607,202566.01,5.00,delinquent_90+,62,2026-05-28,verified,ServPro,2026-08-02
L-104608,347886.90,,delinquent_60,,2026-08-03,,,2026-08-03
L-104609,342829.61,2.87,current,0,2026-05-11,complete,First National,2026-08-11
L-104610,443293.88,10.99,forbearance,0,2026-06-20,verified,First National,2026-08-27
L-104611,233911.54,9.71,delinquent_30,120,2026-05-26,verified,ServPro,2026-08-20
L-104612,28600.57,6.43,forbearance,0,2026-06-13,pending,Rocket Servicing,2026-08-16
L-104613,402761.52,4.53,delinquent_60,75,2026-05-25,complete,ServPro,2026-08-19
L-104614,319889.29,10.81,delinquent_90+,31,2026-08-11,missing,First National,2026-08-24
L-104615,241855.37,8.49,current,0,2026-05-18,complete,ServPro,2026-08-02
L-104616,269260.82,13.87,forbearance,0,2026-08-22,missing,Rocket Servicing,2026-08-16
L-104617,133645.08,8.40,forbearance,0,2026-07-28,missing,First National,2026-08-09
L-104618,360641.96,8.42,,,2026-01-17,complete,,2026-08-23
L-104619,25722.88,6.44,current,0,2026-04-15,verified,Freedom Mortgage,2026-08-14
L-104620,421938.89,13.87,delinquent_90+,31,2026-05-05,missing,First National,2026-08-14
L-104621,321009.81,3.90,delinquent_30,31,2026-08-13,complete,ServPro,2026-08-21
L-104622,447645.75,3.43,delinquent_60,45,2026-07-12,verified,Freedom Mortgage,2026-08-22
L-104623,314014.62,8.11,delinquent_90+,120,2026-02-22,complete,Rocket Servicing,2026-08-09
L-104624,,,delinquent_90+,,2026-07-01,complete,,2026-08-23
L-104625,222148.35,11.59,current,0,2026-01-01,verified,ServPro,2026-08-18
L-104626,256500.21,7.63,,,2026-08-16,,,2026-08-26
L-104627,115464.33,4.07,current,0,2026-03-26,pending,Apex Loan Servicing,2026-08-25
L-104628,60727.13,4.96,forbearance,0,2026-03-04,missing,Freedom Mortgage,2026-08-15
L-104629,359027.93,9.97,forbearance,0,2026-04-07,verified,ServPro,2026-08-09
L-104630,30832.88,8.79,forbearance,0,2026-02-06,complete,Rocket Servicing,2026-08-19
L-104631,132112.43,5.94,delinquent_90+,120,2026-07-19,complete,First National,2026-08-06
L-104632,83456.69,11.56,delinquent_30,31,2026-04-14,complete,First National,2026-08-18
L-104633,75642.89,8.39,current,0,2026-02-28,verified,Freedom Mortgage,2026-08-23
L-104634,425374.20,11.12,delinquent_90+,31,2026-04-12,missing,Apex Loan Servicing,2026-08-12
L-104635,156068.86,7.20,delinquent_90+,31,2026-07-23,verified,Freedom Mortgage,2026-08-19
L-104636,387469.07,6.67,delinquent_90+,120,2026-04-13,complete,Freedom Mortgage,2026-08-25
L-104637,470888.25,7.01,delinquent_90+,45,2026-03-26,complete,Apex Loan Servicing,2026-08-05
L-104638,132410.17,,forbearance,,2026-08-18,,ServPro,2026-08-27
L-104639,307099.67,,delinquent_60,,,,First National,2026-08-25
L-104640,363742.11,2.55,delinquent_90+,62,2026-05-17,missing,Freedom Mortgage,2026-08-23
L-104641,114933.27,2.83,current,0,2026-05-14,complete,Freedom Mortgage,2026-08-23
L-104642,402357.23,11.07,current,0,2026-08-02,verified,Rocket Servicing,2026-08-19
L-104643,329539.78,8.14,forbearance,0,2026-01-10,missing,ServPro,2026-08-20
L-104644,306839.94,13.87,forbearance,0,2026-04-02,missing,ServPro,2026-08-01
L-104645,207090.10,,delinquent_60,31,,,,2026-08-07
L-104646,146921.57,3.07,current,0,2026-02-20,missing,ServPro,2026-08-11
L-104647,16571.82,,delinquent_30,,2026-03-17,,,2026-08-11
L-104648,216095.81,6.63,delinquent_30,45,2026-01-12,pending,Apex Loan Servicing,2026-08-12
L-104649,43294.83,13.28,current,0,2026-04-11,pending,Rocket Servicing,2026-08-15
L-104650,267607.43,8.19,delinquent_60,31,2026-06-04,pending,Apex Loan Servicing,2026-08-24
L-104651,421689.28,10.12,current,0,2026-01-12,complete,Rocket Servicing,2026-08-04
L-104652,469329.14,,delinquent_60,,,,First National,2026-08-11
L-104653,291760.98,12.55,delinquent_30,45,2026-08-14,pending,ServPro,2026-08-18
L-104654,440751.99,5.68,delinquent_30,95,2026-08-27,pending,First National,2026-08-19
L-104655,325332.97,4.64,delinquent_30,95,2026-01-13,complete,Rocket Servicing,2026-08-14
L-104656,398983.02,,current,0,,pending,ServPro,2026-08-07
L-104657,146111.66,3.54,delinquent_60,95,2026-02-19,pending,ServPro,2026-08-13
L-104658,418076.20,7.67,delinquent_30,75,2026-06-22,pending,First National,2026-08-22
L-104659,356137.66,6.28,forbearance,0,2026-05-12,verified,Apex Loan Servicing,2026-08-25
L-104660,217679.48,9.02,delinquent_60,31,2026-05-13,pending,First National,2026-08-18
L-104661,232488.48,7.43,delinquent_30,45,2026-01-05,pending,First National,2026-08-09
L-104662,254448.02,11.61,,0,2026-02-22,verified,,2026-08-01
L-104663,159088.03,9.83,delinquent_30,75,2026-01-09,complete,First National,2026-08-25
L-104664,373021.81,9.06,delinquent_90+,75,2026-07-17,missing,ServPro,2026-08-02
L-104665,314850.65,7.16,delinquent_30,75,2026-06-16,verified,ServPro,2026-08-07
L-104666,18748.18,4.96,delinquent_90+,45,2026-01-27,pending,Freedom Mortgage,2026-08-07
L-104667,25501.88,8.02,current,0,2026-03-10,verified,ServPro,2026-08-02
L-104668,226688.46,3.69,delinquent_90+,45,2026-02-01,verified,Freedom Mortgage,2026-08-13
L-104669,448889.65,10.73,forbearance,0,2026-02-14,verified,First National,2026-08-01
L-104670,425002.07,7.29,forbearance,0,2026-02-06,verified,Apex Loan Servicing,2026-08-02
L-104671,416153.99,6.93,forbearance,0,2026-05-13,missing,Apex Loan Servicing,2026-08-01
L-104672,373715.07,10.63,forbearance,0,2026-03-06,missing,First National,2026-08-22
L-104673,378435.54,14.42,delinquent_90+,31,2026-04-04,complete,Apex Loan Servicing,2026-08-02
L-104674,130591.81,11.20,forbearance,0,2026-06-24,missing,Rocket Servicing,2026-08-17
L-104675,266715.68,3.03,delinquent_60,95,2026-04-07,missing,ServPro,2026-08-26
L-104676,184144.67,10.80,delinquent_30,75,2026-01-06,complete,Freedom Mortgage,2026-08-03
L-104677,244568.28,2.85,delinquent_90+,120,2026-07-10,complete,Rocket Servicing,2026-08-21
L-104678,279531.64,10.12,delinquent_60,45,2026-01-17,verified,Apex Loan Servicing,2026-08-01
L-104679,105532.48,8.79,delinquent_60,120,2026-04-15,complete,Freedom Mortgage,2026-08-14
L-104680,420383.81,8.83,current,0,2026-05-03,missing,Rocket Servicing,2026-08-16
L-104681,307386.75,5.32,delinquent_90+,45,2026-02-10,pending,First National,2026-08-27
L-104682,165654.84,14.29,delinquent_60,75,2026-05-24,missing,Freedom Mortgage,2026-08-07
L-104683,240970.77,9.04,delinquent_90+,45,2026-01-12,verified,ServPro,2026-08-14
L-104684,439860.81,,delinquent_60,,,complete,,2026-08-25
L-104685,155390.44,6.03,delinquent_90+,45,2026-02-20,verified,Apex Loan Servicing,2026-08-22
L-104686,304785.39,6.29,delinquent_60,120,2026-05-05,missing,Rocket Servicing,2026-08-18
L-104687,195902.78,4.59,delinquent_30,95,2026-01-15,pending,Freedom Mortgage,2026-08-23
L-104688,297548.58,3.02,current,0,2026-02-11,missing,First National,2026-08-08
L-104689,213189.18,13.59,delinquent_30,95,2026-07-22,pending,Freedom Mortgage,2026-08-20
L-104690,70467.67,6.80,delinquent_60,75,2026-07-06,,,2026-08-19
L-104691,209596.62,3.54,delinquent_30,62,2026-07-12,verified,Rocket Servicing,2026-08-21
L-104692,270791.16,6.25,delinquent_90+,120,2026-02-23,missing,Apex Loan Servicing,2026-08-06
L-104693,233494.01,10.02,current,0,2026-07-02,complete,First National,2026-08-05
L-104694,200980.58,5.92,delinquent_90+,120,2026-01-19,verified,First National,2026-08-10
L-104695,22223.30,13.38,current,0,2026-01-02,complete,ServPro,2026-08-13
L-104696,321353.23,12.98,delinquent_60,62,2026-05-24,pending,First National,2026-08-02
L-104697,395572.07,12.93,delinquent_90+,45,2026-08-24,missing,Freedom Mortgage,2026-08-26
L-104698,154525.87,12.36,delinquent_30,62,2026-08-22,pending,First National,2026-08-16
L-104699,99190.16,3.81,delinquent_90+,62,2026-07-19,complete,First National,2026-08-24
L-104700,302919.15,10.65,delinquent_90+,31,2026-02-27,verified,First National,2026-08-07
L-104701,125093.06,10.17,delinquent_60,31,2026-01-14,missing,Freedom Mortgage,2026-08-05
L-104702,477125.27,13.40,delinquent_60,45,2026-05-27,missing,ServPro,2026-08-11
L-104703,467248.66,,delinquent_60,,2026-08-16,missing,,2026-08-03
L-104704,289765.17,4.38,delinquent_60,120,2026-06-07,verified,Rocket Servicing,2026-08-12
L-104705,239433.28,6.30,delinquent_30,31,2026-05-24,complete,Rocket Servicing,2026-08-11
L-104706,52010.71,,,0,2026-05-24,,,2026-08-08
L-104707,372905.52,10.03,delinquent_30,95,2026-08-15,missing,Rocket Servicing,2026-08-21
L-104708,254517.54,13.88,,,2026-08-23,,,2026-08-21
L-104709,422123.57,3.15,delinquent_90+,75,2026-03-09,verified,Rocket Servicing,2026-08-20
L-104710,378871.11,11.97,forbearance,0,2026-04-22,missing,First National,2026-08-19
L-104711,199784.18,10.03,current,0,2026-01-02,verified,Apex Loan Servicing,2026-08-10
L-104712,275711.29,3.29,delinquent_60,45,2026-02-05,,,2026-08-17
L-104713,28898.52,13.54,delinquent_30,,,,Rocket Servicing,2026-08-17
L-104714,5838.33,10.22,delinquent_90+,95,2026-02-12,missing,Freedom Mortgage,2026-08-09
L-104715,171603.22,7.05,current,0,2026-03-25,pending,Rocket Servicing,2026-08-07
L-104716,135735.63,11.10,delinquent_90+,120,2026-01-17,complete,ServPro,2026-08-21
L-104717,118358.75,13.70,,,,,Apex Loan Servicing,2026-08-24
L-104718,440280.57,12.78,forbearance,0,2026-01-24,verified,Freedom Mortgage,2026-08-23
L-104719,63668.23,8.78,current,0,2026-02-26,complete,Freedom Mortgage,2026-08-13
L-104720,77289.60,14.17,forbearance,0,2026-02-11,missing,Rocket Servicing,2026-08-25
L-104721,267972.28,9.50,delinquent_90+,120,2026-08-02,verified,First National,2026-08-12
L-104722,215875.53,9.96,current,0,2026-07-05,verified,Freedom Mortgage,2026-08-06
L-104723,90170.05,5.56,delinquent_30,45,2026-07-11,verified,Freedom Mortgage,2026-08-01
L-104724,240615.36,8.80,delinquent_60,120,2026-08-02,verified,Apex Loan Servicing,2026-08-20
L-104725,357687.39,10.19,delinquent_90+,95,2026-08-16,missing,Freedom Mortgage,2026-08-23
L-104726,95635.37,9.57,delinquent_90+,45,2026-07-19,complete,Apex Loan Servicing,2026-08-10
L-104727,132160.34,12.90,forbearance,0,2026-04-17,missing,ServPro,2026-08-23
L-104728,77965.72,4.49,delinquent_30,120,2026-01-04,verified,Rocket Servicing,2026-08-04
L-104729,348662.06,6.26,delinquent_90+,62,2026-08-28,verified,First National,2026-08-12
L-104730,353922.85,4.82,delinquent_30,31,2026-08-19,pending,First National,2026-08-26
L-104731,309544.48,12.31,delinquent_60,75,2026-02-20,verified,First National,2026-08-15
L-104732,304462.69,4.21,current,0,2026-01-26,complete,Freedom Mortgage,2026-08-16
L-104733,151153.74,9.83,forbearance,0,2026-06-27,verified,First National,2026-08-25
L-104734,296681.58,4.00,delinquent_60,45,2026-01-28,verified,Freedom Mortgage,2026-08-04
L-104735,329740.55,13.15,delinquent_90+,95,2026-04-06,verified,Apex Loan Servicing,2026-08-27
L-104736,444623.70,8.48,delinquent_90+,45,2026-03-13,verified,Rocket Servicing,2026-08-07
L-104737,216881.36,6.67,delinquent_60,45,2026-08-05,complete,ServPro,2026-08-11
