loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-105091,B-505091,commercial,2024-06-04,2029-06-04,415088.35,305761.35,3.80,60,TN,debt_consolidation,A,10+ years,<30k,current,0,First National,2026-08-13,2026-08-03,verified,portal_upload
L-105092,B-505092,personal,2020-03-05,2025-03-05,172207.09,56737.17,5.74,60,GA,refinance,D,3-5 years,50k-75k,current,0,Rocket Servicing,2026-07-09,2026-08-17,verified,servicing_core
L-105093,B-505093,mortgage,2020-07-20,2050-07-20,106281.85,62565.77,3.65,360,WI,refinance,E,1-3 years,<30k,current,0,Freedom Mortgage,2026-08-07,2026-08-02,complete,portal_upload
L-105094,B-505094,personal,2023-01-09,2026-01-09,626331.35,94788.41,3.98,36,SC,home_improvement,D,5-10 years,30k-50k,current,0,Wells Fargo Servicing,2026-06-15,2026-08-14,verified,origination
L-105095,B-505095,mortgage,2023-06-22,2038-06-22,648033.10,565771.23,6.38,180,WI,cash_out_refinance,B,10+ years,<30k,current,0,Pennymac,2026-08-08,2026-08-07,complete,portal_upload
L-105096,B-505096,mortgage,2023-03-15,2053-03-15,138420.65,110425.82,6.17,360,GA,refinance,D,1-3 years,75k-100k,current,0,First National,2026-06-10,2026-08-24,complete,legacy_crm
L-105097,B-505097,mortgage,2023-08-04,2043-08-04,95853.81,48244.73,7.22,240,MN,home_improvement,B,1-3 years,<30k,current,0,Chase Home Lending,2026-08-02,2026-08-25,verified,servicing_core
L-105098,B-505098,personal,2022-08-28,2027-08-28,325756.53,153126.76,4.17,60,CO,purchase,B,1-3 years,100k-150k,current,0,LoanCare,2026-08-01,2026-08-13,verified,origination
L-105099,B-505099,mortgage,2018-02-28,2033-02-28,61459.80,9614.49,4.35,180,NY,debt_consolidation,A,5-10 years,75k-100k,current,0,Pennymac,2026-07-16,2026-08-02,complete,origination
L-DUP-1009,B-505100,commercial,2021-06-22,2024-06-22,401085.42,216697.12,4.49,36,MN,home_improvement,D,< 1 year,150k+,current,0,Chase Home Lending,2026-06-03,2026-08-01,complete,legacy_crm
L-105101,B-505101,student,2021-02-14,2028-02-14,329777.90,61377.50,7.58,84,NC,home_improvement,D,< 1 year,75k-100k,current,0,Pennymac,2026-08-27,2026-08-21,complete,origination
L-105102,B-505102,personal,2022-03-28,2025-03-28,338013.41,249636.96,6.13,36,AZ,cash_out_refinance,E,10+ years,150k+,current,0,Wells Fargo Servicing,2026-08-28,2026-08-23,complete,legacy_crm
L-105103,B-505103,commercial,2018-06-20,2028-06-20,220192.23,97845.28,4.35,120,UT,purchase,C,10+ years,30k-50k,current,0,LoanCare,2026-07-01,2026-08-05,complete,legacy_crm
L-105104,B-505104,student,2021-04-04,2028-04-04,567369.51,258604.67,5.39,84,LA,refinance,E,5-10 years,30k-50k,current,0,Pennymac,2026-07-18,2026-08-16,complete,origination
L-105105,B-505105,commercial,2018-11-20,2028-11-20,418960.95,133609.19,6.03,120,WA,refinance,A,10+ years,100k-150k,current,0,Rocket Servicing,2026-07-21,2026-08-01,complete,portal_upload
L-105106,B-505106,student,2022-05-22,2032-05-22,78403.25,50803.37,7.86,120,MI,cash_out_refinance,D,5-10 years,150k+,current,0,Wells Fargo Servicing,2026-06-08,2026-08-15,verified,origination
L-105107,B-505107,mortgage,2019-06-24,2034-06-24,445829.52,368092.89,4.72,180,IN,purchase,A,5-10 years,<30k,current,0,Chase Home Lending,2026-07-16,2026-08-03,complete,legacy_crm
L-105108,B-505108,mortgage,2019-11-21,2034-11-21,323831.16,169606.05,8.68,180,MD,cash_out_refinance,C,< 1 year,150k+,current,0,Wells Fargo Servicing,2026-07-20,2026-08-01,complete,legacy_crm
L-105109,B-505109,student,2024-07-25,2029-07-25,247569.93,89231.73,8.09,60,SC,cash_out_refinance,E,1-3 years,100k-150k,current,0,Pennymac,2026-08-21,2026-08-15,complete,portal_upload
L-DUP-1010,B-505110,mortgage,2018-12-21,2048-12-21,134136.42,106106.27,4.86,360,NY,debt_consolidation,B,10+ years,100k-150k,current,0,Wells Fargo Servicing,2026-08-09,2026-08-19,complete,origination
L-105111,B-505111,mortgage,2018-10-15,2048-10-15,629168.05,327047.05,4.46,360,NJ,refinance,B,< 1 year,50k-75k,current,0,Freedom Mortgage,2026-07-15,2026-08-01,complete,servicing_core
L-105112,B-505112,auto,2019-08-12,2026-08-12,423280.04,129849.39,6.17,84,OR,cash_out_refinance,C,3-5 years,100k-150k,current,0,Chase Home Lending,2026-07-10,2026-08-20,complete,legacy_crm
L-105113,B-505113,personal,2021-09-20,2024-09-20,327726.05,198474.09,7.60,36,NY,cash_out_refinance,B,1-3 years,30k-50k,current,0,Chase Home Lending,2026-08-13,2026-08-18,verified,portal_upload
L-105114,B-505114,personal,2019-12-08,2026-12-08,359045.06,302910.77,7.98,84,MA,debt_consolidation,A,3-5 years,100k-150k,current,0,Mr. Cooper,2026-06-10,2026-08-05,verified,legacy_crm
L-105115,B-505115,mortgage,2019-11-21,2049-11-21,97206.41,40256.71,4.21,360,FL,debt_consolidation,B,5-10 years,30k-50k,current,0,Freedom Mortgage,2026-08-08,2026-08-10,verified,legacy_crm
L-105116,B-505116,student,2023-07-20,2030-07-20,583284.87,179889.75,8.50,84,NY,refinance,D,< 1 year,75k-100k,current,0,Mr. Cooper,2026-06-25,2026-08-23,verified,servicing_core
L-105117,B-505117,personal,2018-11-22,2021-11-22,395288.19,90145.68,7.34,36,WA,debt_consolidation,C,< 1 year,150k+,current,0,LoanCare,2026-06-07,2026-08-10,complete,portal_upload
L-105118,B-505118,commercial,2023-07-21,2026-07-21,525267.88,97833.95,6.99,36,SC,debt_consolidation,A,3-5 years,75k-100k,current,0,Pennymac,2026-07-21,2026-08-21,complete,origination
L-105119,B-505119,auto,2020-07-10,2025-07-10,167094.31,25952.92,7.35,60,IL,home_improvement,D,10+ years,150k+,current,0,Rocket Servicing,2026-06-08,2026-08-19,complete,servicing_core
L-DUP-1011,B-505120,mortgage,2018-07-23,2048-07-23,483851.09,417871.42,6.60,360,NC,purchase,D,3-5 years,30k-50k,current,0,First National,2026-07-13,2026-08-05,complete,portal_upload
L-105121,B-505121,mortgage,2021-09-17,2051-09-17,366155.89,70557.67,3.48,360,WA,debt_consolidation,C,1-3 years,75k-100k,current,0,Freedom Mortgage,2026-06-24,2026-08-02,complete,portal_upload
L-105122,B-505122,personal,2019-10-01,2022-10-01,334167.61,52342.59,5.50,36,SC,debt_consolidation,E,3-5 years,100k-150k,current,0,Mr. Cooper,2026-07-09,2026-08-05,complete,origination
L-105123,B-505123,mortgage,2024-06-06,2054-06-06,55394.80,13511.88,3.99,360,WI,refinance,C,3-5 years,50k-75k,current,0,Pennymac,2026-06-25,2026-08-25,verified,origination
L-105124,B-505124,mortgage,2024-05-16,2039-05-16,642106.57,554433.96,8.33,180,UT,home_improvement,A,< 1 year,50k-75k,current,0,LoanCare,2026-08-03,2026-08-13,complete,servicing_core
L-105125,B-505125,mortgage,2020-03-04,2035-03-04,465820.86,381152.58,7.96,180,OH,home_improvement,E,1-3 years,30k-50k,current,0,Mr. Cooper,2026-08-18,2026-08-12,complete,origination
L-105126,B-505126,mortgage,2018-12-01,2048-12-01,289382.11,157306.67,8.42,360,WI,cash_out_refinance,A,5-10 years,30k-50k,delinquent,120,Freedom Mortgage,2026-08-24,2026-08-13,complete,servicing_core
L-105127,B-505127,student,2018-09-08,2025-09-08,331081.84,200832.13,5.79,84,PA,refinance,B,1-3 years,50k-75k,current,0,First National,2026-08-24,2026-08-09,verified,portal_upload
L-105128,B-505128,auto,2023-08-11,2026-08-11,410564.80,68514.33,6.50,36,MD,refinance,E,< 1 year,150k+,current,0,Chase Home Lending,2026-07-08,2026-08-20,complete,origination
L-105129,B-505129,auto,2022-05-08,2032-05-08,393129.30,255125.49,6.23,120,MA,cash_out_refinance,D,< 1 year,75k-100k,current,0,First National,2026-07-10,2026-08-14,complete,servicing_core
L-DUP-1012,B-505130,mortgage,2023-02-05,2038-02-05,70320.90,23054.01,4.34,180,KY,refinance,C,< 1 year,150k+,current,0,Freedom Mortgage,2026-06-14,2026-08-10,verified,portal_upload
L-105131,B-505131,mortgage,2018-05-26,2033-05-26,231677.91,53483.15,6.47,180,CO,debt_consolidation,C,3-5 years,<30k,current,0,Rocket Servicing,2026-06-08,2026-08-13,complete,legacy_crm
L-105132,B-505132,auto,2024-12-02,2027-12-02,637806.53,320540.34,8.67,36,TN,cash_out_refinance,B,< 1 year,150k+,current,0,Chase Home Lending,2026-06-01,2026-08-12,complete,origination
L-105133,B-505133,mortgage,2023-11-24,2038-11-24,360225.27,321118.43,7.00,180,KY,purchase,D,10+ years,50k-75k,current,0,Mr. Cooper,2026-07-27,2026-08-19,complete,servicing_core
L-105134,B-505134,mortgage,2018-02-13,2048-02-13,319353.46,57926.25,5.34,360,MI,refinance,C,< 1 year,30k-50k,current,0,Pennymac,2026-07-21,2026-08-13,verified,legacy_crm
L-105135,B-505135,mortgage,2020-11-09,2050-11-09,514039.45,290314.48,7.74,360,GA,cash_out_refinance,D,3-5 years,50k-75k,current,0,Mr. Cooper,2026-06-13,2026-08-18,complete,portal_upload
L-105136,B-505136,mortgage,2021-02-15,2051-02-15,132459.89,108770.00,3.86,360,IN,cash_out_refinance,B,5-10 years,<30k,late,25,First National,2026-07-01,2026-08-14,complete,origination
L-105137,B-505137,mortgage,2022-03-07,2042-03-07,159751.74,66045.35,4.51,240,AZ,purchase,D,5-10 years,75k-100k,current,0,Rocket Servicing,2026-07-05,2026-08-15,complete,legacy_crm
L-105138,B-505138,mortgage,2020-10-20,2050-10-20,317496.63,54350.75,3.67,360,TN,refinance,B,1-3 years,<30k,current,0,Freedom Mortgage,2026-08-04,2026-08-02,complete,origination
L-105139,B-505139,mortgage,2024-01-15,2044-01-15,265197.29,47181.50,5.31,240,CT,refinance,E,1-3 years,30k-50k,current,0,Wells Fargo Servicing,2026-08-22,2026-08-13,verified,legacy_crm
L-DUP-1013,B-505140,mortgage,2022-08-16,2042-08-16,636805.99,306276.91,3.32,240,OR,debt_consolidation,A,5-10 years,<30k,delinquent,30,Mr. Cooper,2026-06-20,2026-08-02,complete,portal_upload
L-105141,B-505141,commercial,2024-01-22,2031-01-22,592199.86,525453.04,6.23,84,TN,refinance,D,3-5 years,75k-100k,current,0,Rocket Servicing,2026-08-03,2026-08-10,complete,servicing_core
L-105142,B-505142,mortgage,2021-06-04,2036-06-04,101605.32,60020.25,8.57,180,IL,home_improvement,B,< 1 year,30k-50k,delinquent,90,Pennymac,2026-06-05,2026-08-21,verified,origination
L-105143,B-505143,commercial,2019-11-10,2029-11-10,576874.42,377606.90,5.81,120,CT,refinance,D,3-5 years,<30k,current,0,LoanCare,2026-08-07,2026-08-05,complete,portal_upload
L-105144,B-505144,mortgage,2023-08-09,2043-08-09,149143.08,41813.54,6.94,240,WI,home_improvement,A,10+ years,30k-50k,current,0,Chase Home Lending,2026-06-27,2026-08-18,complete,legacy_crm
L-105145,B-505145,commercial,2018-08-26,2028-08-26,314568.50,48365.96,7.94,120,AZ,purchase,A,5-10 years,100k-150k,current,0,Mr. Cooper,2026-06-13,2026-08-13,complete,origination
L-105146,B-505146,mortgage,2024-08-27,2054-08-27,296297.56,93073.37,8.65,360,UT,home_improvement,E,5-10 years,50k-75k,current,0,First National,2026-06-02,2026-08-25,complete,portal_upload
L-105147,B-505147,student,2018-07-12,2025-07-12,341894.00,170933.36,4.48,84,NC,home_improvement,C,3-5 years,30k-50k,delinquent,60,Freedom Mortgage,2026-08-08,2026-08-01,complete,legacy_crm
L-105148,B-505148,student,2024-11-14,2034-11-14,73888.35,20096.57,7.46,120,FL,purchase,A,< 1 year,30k-50k,current,0,Rocket Servicing,2026-08-16,2026-08-25,complete,origination
L-105149,B-505149,auto,2018-11-22,2021-11-22,326575.74,139744.98,6.21,36,MO,cash_out_refinance,D,5-10 years,150k+,current,0,LoanCare,2026-08-06,2026-08-20,verified,origination
L-DUP-1014,B-505150,auto,2022-08-24,2029-08-24,530969.58,402242.69,3.97,84,SC,refinance,B,5-10 years,150k+,current,0,Freedom Mortgage,2026-08-06,2026-08-15,complete,servicing_core
L-105151,B-505151,student,2020-10-27,2023-10-27,550786.07,458197.00,7.61,36,AZ,purchase,B,1-3 years,150k+,current,0,LoanCare,2026-06-05,2026-08-17,complete,servicing_core
L-105152,B-505152,personal,2023-03-03,2026-03-03,111729.44,29678.16,4.03,36,VA,home_improvement,A,< 1 year,150k+,current,0,LoanCare,2026-07-27,2026-08-04,verified,servicing_core
L-105153,B-505153,mortgage,2023-12-25,2043-12-25,482800.06,246570.97,3.65,240,VA,cash_out_refinance,A,< 1 year,150k+,current,0,LoanCare,2026-06-28,2026-08-18,complete,portal_upload
L-105154,B-505154,auto,2021-09-12,2024-09-12,89750.92,48610.35,5.01,36,WI,debt_consolidation,D,3-5 years,100k-150k,current,0,Chase Home Lending,2026-07-20,2026-08-17,verified,servicing_core
L-105155,B-505155,mortgage,2023-05-15,2053-05-15,119278.23,75033.82,6.37,360,IN,cash_out_refinance,B,3-5 years,30k-50k,current,0,Pennymac,2026-06-08,2026-08-05,complete,origination
L-105156,B-505156,commercial,2023-01-07,2033-01-07,486359.65,135667.17,8.50,120,CT,refinance,B,10+ years,50k-75k,current,0,Mr. Cooper,2026-07-13,2026-08-11,complete,portal_upload
L-105157,B-505157,student,2018-11-24,2023-11-24,184945.55,35125.19,7.14,60,UT,refinance,C,< 1 year,30k-50k,current,0,Pennymac,2026-07-21,2026-08-10,complete,legacy_crm
L-105158,B-505158,mortgage,2024-11-03,2039-11-03,279265.65,67145.93,8.63,180,NC,cash_out_refinance,D,5-10 years,100k-150k,current,0,LoanCare,2026-07-10,2026-08-03,complete,portal_upload
L-105159,B-505159,mortgage,2019-05-06,2039-05-06,307712.39,280872.79,8.70,240,LA,debt_consolidation,D,1-3 years,<30k,current,0,First National,2026-08-27,2026-08-15,complete,origination
L-DUP-1015,B-505160,auto,2024-11-28,2031-11-28,177154.17,139999.03,4.36,84,IL,refinance,E,5-10 years,150k+,current,0,LoanCare,2026-07-19,2026-08-10,complete,servicing_core
L-105161,B-505161,auto,2022-11-27,2025-11-27,291754.73,266190.87,6.71,36,NY,home_improvement,B,< 1 year,50k-75k,current,0,Chase Home Lending,2026-08-28,2026-08-23,complete,legacy_crm
L-105162,B-505162,commercial,2020-07-18,2030-07-18,574393.63,150283.07,5.29,120,AL,home_improvement,B,1-3 years,<30k,current,0,Mr. Cooper,2026-06-27,2026-08-04,complete,servicing_core
L-105163,B-505163,personal,2022-08-21,2029-08-21,521715.05,297268.27,4.75,84,IN,home_improvement,D,5-10 years,<30k,current,0,Rocket Servicing,2026-08-17,2026-08-18,verified,origination
L-105164,B-505164,mortgage,2021-12-27,2036-12-27,225402.14,89040.13,7.26,180,NY,home_improvement,E,< 1 year,75k-100k,current,0,Rocket Servicing,2026-06-09,2026-08-20,complete,portal_upload
L-105165,B-505165,mortgage,2018-05-27,2038-05-27,209490.70,132049.10,4.44,240,VA,refinance,D,10+ years,75k-100k,current,0,First National,2026-07-05,2026-08-04,verified,portal_upload
L-105166,B-505166,commercial,2020-06-23,2025-06-23,592383.01,113519.65,6.77,60,MO,home_improvement,A,< 1 year,150k+,delinquent,30,Chase Home Lending,2026-07-26,2026-08-20,complete,portal_upload
L-105167,B-505167,mortgage,2023-12-07,2053-12-07,379533.07,290848.74,5.38,360,AZ,home_improvement,D,5-10 years,100k-150k,current,0,Mr. Cooper,2026-08-09,2026-08-17,complete,legacy_crm
L-105168,B-505168,personal,2022-08-05,2025-08-05,365504.34,289447.13,7.43,36,OR,cash_out_refinance,C,5-10 years,<30k,current,0,LoanCare,2026-07-03,2026-08-08,complete,origination
L-105169,B-505169,student,2020-09-03,2027-09-03,236906.43,141795.64,3.57,84,OK,refinance,E,10+ years,30k-50k,current,0,First National,2026-07-28,2026-08-17,complete,servicing_core
L-DUP-1016,B-505170,personal,2022-10-25,2027-10-25,256160.34,221778.26,6.68,60,GA,debt_consolidation,D,1-3 years,30k-50k,current,0,Wells Fargo Servicing,2026-06-19,2026-08-13,verified,servicing_core
L-105171,B-505171,mortgage,2019-06-28,2039-06-28,543742.33,318912.03,6.53,240,MN,debt_consolidation,B,1-3 years,50k-75k,current,0,First National,2026-07-15,2026-08-20,complete,portal_upload
L-105172,B-505172,student,2019-01-15,2022-01-15,333720.37,178352.75,6.31,36,UT,debt_consolidation,B,1-3 years,<30k,current,0,Rocket Servicing,2026-07-14,2026-08-01,complete,origination
L-105173,B-505173,personal,2021-11-26,2028-11-26,632583.80,167369.15,4.28,84,TN,refinance,E,5-10 years,100k-150k,current,0,Rocket Servicing,2026-06-02,2026-08-21,complete,servicing_core
L-105174,B-505174,personal,2018-07-04,2023-07-04,483936.24,179930.11,7.95,60,UT,home_improvement,C,< 1 year,75k-100k,current,0,First National,2026-07-23,2026-08-13,complete,servicing_core
L-105175,B-505175,mortgage,2018-10-18,2038-10-18,510971.64,315316.38,3.32,240,TX,debt_consolidation,E,3-5 years,50k-75k,current,0,Rocket Servicing,2026-07-21,2026-08-02,complete,servicing_core
L-105176,B-505176,mortgage,2018-12-15,2038-12-15,217361.03,43264.16,5.06,240,TN,cash_out_refinance,C,10+ years,30k-50k,current,0,Pennymac,2026-08-01,2026-08-10,verified,servicing_core
L-105177,B-505177,mortgage,2024-07-26,2054-07-26,624104.42,404039.48,6.33,360,NJ,cash_out_refinance,D,5-10 years,150k+,current,0,Chase Home Lending,2026-08-24,2026-08-07,complete,legacy_crm
L-105178,B-505178,mortgage,2022-03-07,2042-03-07,137444.25,71103.27,3.40,240,PA,purchase,A,5-10 years,30k-50k,current,0,Chase Home Lending,2026-07-09,2026-08-24,verified,portal_upload
L-105179,B-505179,personal,2021-01-25,2028-01-25,559067.13,450033.87,4.14,84,OH,cash_out_refinance,C,< 1 year,100k-150k,current,0,Rocket Servicing,2026-08-08,2026-08-11,complete,legacy_crm
L-DUP-1017,B-505180,mortgage,2023-05-09,2053-05-09,166317.71,58601.65,3.64,360,WI,home_improvement,B,5-10 years,30k-50k,current,0,LoanCare,2026-07-25,2026-08-18,verified,portal_upload
L-105181,B-505181,personal,2023-02-08,2028-02-08,640022.34,356679.37,7.08,60,PA,debt_consolidation,A,3-5 years,<30k,current,0,Rocket Servicing,2026-06-26,2026-08-01,verified,servicing_core
L-105182,B-505182,mortgage,2023-09-15,2043-09-15,477655.46,202431.30,4.55,240,WI,debt_consolidation,E,10+ years,150k+,current,0,Wells Fargo Servicing,2026-07-07,2026-08-18,complete,origination
L-105183,B-505183,commercial,2019-05-24,2024-05-24,315234.03,210543.39,5.10,60,PA,home_improvement,E,< 1 year,100k-150k,current,0,Freedom Mortgage,2026-06-04,2026-08-19,complete,portal_upload
L-105184,B-505184,personal,2022-12-02,2032-12-02,585740.73,552158.21,8.39,120,CO,refinance,A,5-10 years,75k-100k,current,0,First National,2026-07-11,2026-08-06,complete,portal_upload
L-105185,B-505185,student,2022-01-05,2029-01-05,423003.95,219885.04,5.52,84,NC,debt_consolidation,E,1-3 years,<30k,current,0,Chase Home Lending,2026-07-04,2026-08-14,verified,origination
L-105186,B-505186,mortgage,2024-08-14,2044-08-14,512680.93,267194.50,7.88,240,MI,cash_out_refinance,E,< 1 year,50k-75k,current,0,Chase Home Lending,2026-07-25,2026-08-21,complete,servicing_core
L-105187,B-505187,auto,2020-11-21,2025-11-21,160932.92,77692.46,8.39,60,MD,purchase,B,5-10 years,150k+,delinquent,90,Pennymac,2026-06-02,2026-08-16,complete,portal_upload
L-105188,B-505188,mortgage,2022-06-27,2037-06-27,133852.22,110070.39,7.45,180,UT,debt_consolidation,E,1-3 years,150k+,delinquent,120,Wells Fargo Servicing,2026-07-09,2026-08-23,complete,portal_upload
L-105189,B-505189,student,2019-02-26,2026-02-26,143816.07,130236.20,6.99,84,NJ,home_improvement,B,10+ years,30k-50k,current,0,First National,2026-07-27,2026-08-01,complete,legacy_crm
L-DUP-1018,B-505190,mortgage,2023-01-25,2043-01-25,321820.75,87492.55,4.79,240,KY,debt_consolidation,A,< 1 year,50k-75k,current,0,First National,2026-06-19,2026-08-07,complete,origination
L-105191,B-505191,mortgage,2020-01-07,2040-01-07,172686.80,117317.27,4.82,240,OR,debt_consolidation,B,3-5 years,75k-100k,current,0,Wells Fargo Servicing,2026-08-01,2026-08-09,complete,legacy_crm
L-105192,B-505192,mortgage,2019-11-13,2039-11-13,572526.21,465991.90,4.24,240,VA,home_improvement,B,10+ years,150k+,current,0,Pennymac,2026-07-23,2026-08-13,complete,servicing_core
L-105193,B-505193,mortgage,2019-09-03,2049-09-03,476704.73,342549.42,3.85,360,MA,purchase,B,5-10 years,150k+,current,0,LoanCare,2026-06-16,2026-08-12,complete,servicing_core
L-105194,B-505194,commercial,2021-12-28,2026-12-28,56263.85,29185.82,6.47,60,MA,cash_out_refinance,E,< 1 year,75k-100k,current,0,Mr. Cooper,2026-07-19,2026-08-04,verified,portal_upload
L-105195,B-505195,commercial,2019-02-01,2029-02-01,224509.65,88655.55,7.28,120,CA,purchase,A,< 1 year,<30k,current,0,Pennymac,2026-06-06,2026-08-02,complete,servicing_core
L-105196,B-505196,student,2022-09-11,2032-09-11,428429.57,216078.01,5.61,120,PA,debt_consolidation,C,1-3 years,50k-75k,current,0,Mr. Cooper,2026-08-08,2026-08-04,complete,legacy_crm
L-105197,B-505197,mortgage,2018-02-16,2048-02-16,404277.16,349698.05,4.18,360,IL,debt_consolidation,D,< 1 year,150k+,current,0,Chase Home Lending,2026-07-25,2026-08-16,complete,servicing_core
L-105198,B-505198,mortgage,2024-09-08,2044-09-08,328388.80,84569.68,3.54,240,VA,debt_consolidation,C,3-5 years,150k+,current,0,LoanCare,2026-06-14,2026-08-23,complete,origination
L-105199,B-505199,student,2024-10-28,2029-10-28,481594.35,333123.95,6.90,60,NY,refinance,D,10+ years,<30k,current,0,Freedom Mortgage,2026-08-13,2026-08-21,complete,origination
L-DUP-1019,B-505200,mortgage,2021-02-16,2051-02-16,336890.55,126683.70,7.53,360,AZ,purchase,C,3-5 years,50k-75k,current,0,Pennymac,2026-06-25,2026-08-08,complete,portal_upload
L-105201,B-505201,student,2022-06-17,2029-06-17,222755.87,65441.83,7.08,84,NC,refinance,E,10+ years,150k+,current,0,Chase Home Lending,2026-06-20,2026-08-01,complete,origination
L-105202,B-505202,mortgage,2023-12-20,2038-12-20,470010.86,147292.91,5.73,180,MA,refinance,C,5-10 years,75k-100k,current,0,Mr. Cooper,2026-06-22,2026-08-21,verified,servicing_core
L-105203,B-505203,mortgage,2024-07-05,2044-07-05,468884.63,316608.80,6.54,240,PA,debt_consolidation,E,1-3 years,150k+,current,0,Chase Home Lending,2026-08-08,2026-08-24,verified,portal_upload
L-105204,B-505204,mortgage,2020-07-01,2035-07-01,158805.39,128030.80,4.31,180,IN,debt_consolidation,A,< 1 year,150k+,current,0,Chase Home Lending,2026-08-12,2026-08-24,complete,origination
L-105205,B-505205,commercial,2023-12-24,2028-12-24,267558.12,75552.12,3.60,60,NJ,purchase,C,10+ years,<30k,current,0,Pennymac,2026-06-16,2026-08-01,complete,origination
L-105206,B-505206,commercial,2024-01-05,2034-01-05,510897.13,279717.09,3.33,120,NY,debt_consolidation,A,1-3 years,50k-75k,current,0,Rocket Servicing,2026-07-14,2026-08-05,complete,servicing_core
L-105207,B-505207,mortgage,2022-03-15,2037-03-15,86621.66,70778.12,7.82,180,NY,debt_consolidation,D,5-10 years,30k-50k,current,0,Pennymac,2026-07-09,2026-08-01,verified,servicing_core
L-105208,B-505208,personal,2024-05-25,2029-05-25,278939.80,261749.40,7.20,60,IL,refinance,E,10+ years,75k-100k,current,0,Rocket Servicing,2026-06-07,2026-08-20,complete,portal_upload
L-105209,B-505209,mortgage,2021-04-25,2041-04-25,50955.35,38660.85,5.71,240,LA,refinance,A,5-10 years,30k-50k,current,0,Freedom Mortgage,2026-08-10,2026-08-16,complete,servicing_core
L-105210,B-COMBO-2000,personal,2021-09-15,2027-08-21,385000.00,83516.65,3.83,36,KY,cash_out_refinance,C,3-5 years,100k-150k,current,0,First National,2026-08-17,2026-08-19,complete,legacy_crm
L-105211,B-505211,mortgage,2024-04-26,2044-04-26,440167.34,149658.88,7.42,240,NC,purchase,B,3-5 years,100k-150k,current,0,First National,2026-07-22,2026-08-17,complete,portal_upload
L-105212,B-505212,personal,2018-07-28,2021-07-28,121575.00,109169.73,7.36,36,IN,cash_out_refinance,B,< 1 year,30k-50k,current,0,Wells Fargo Servicing,2026-06-02,2026-08-21,verified,portal_upload
L-105213,B-505213,auto,2019-06-22,2022-06-22,447098.48,206628.30,8.55,36,OR,cash_out_refinance,B,< 1 year,<30k,current,0,Rocket Servicing,2026-07-04,2026-08-14,complete,legacy_crm
L-105214,B-505214,mortgage,2018-05-08,2048-05-08,166341.39,146880.57,6.31,360,CT,home_improvement,C,3-5 years,150k+,current,0,Chase Home Lending,2026-07-16,2026-08-15,complete,portal_upload
L-105215,B-505215,student,2018-07-19,2021-07-19,168326.87,97007.48,3.90,36,WI,debt_consolidation,A,10+ years,50k-75k,current,0,Chase Home Lending,2026-06-22,2026-08-22,verified,origination
L-105216,B-505216,student,2018-04-26,2028-04-26,645077.87,160238.09,4.82,120,OR,home_improvement,A,< 1 year,30k-50k,current,0,Pennymac,2026-07-20,2026-08-05,complete,portal_upload
L-105217,B-505217,mortgage,2018-03-22,2048-03-22,392982.81,222494.40,4.21,360,WA,home_improvement,A,5-10 years,30k-50k,current,0,Freedom Mortgage,2026-08-28,2026-08-19,complete,legacy_crm
L-105218,B-505218,mortgage,2020-11-06,2050-11-06,397556.83,265127.87,4.77,360,PA,debt_consolidation,B,3-5 years,<30k,current,0,Pennymac,2026-07-19,2026-08-05,complete,servicing_core
L-105219,B-505219,personal,2021-04-05,2031-04-05,285389.80,193659.05,7.37,120,WA,purchase,B,10+ years,75k-100k,current,0,Rocket Servicing,2026-08-19,2026-08-04,complete,servicing_core
L-105220,B-COMBO-2001,mortgage,2021-09-15,2048-05-20,385000.00,55992.98,6.33,360,MN,purchase,D,< 1 year,30k-50k,current,0,First National,2026-06-22,2026-08-15,complete,portal_upload
L-105221,B-505221,mortgage,2024-01-21,2054-01-21,619943.64,128302.09,6.60,360,TN,debt_consolidation,D,1-3 years,75k-100k,current,0,LoanCare,2026-06-03,2026-08-02,complete,legacy_crm
L-105222,B-505222,commercial,2022-08-03,2025-08-03,293397.44,271211.59,7.75,36,NY,debt_consolidation,E,< 1 year,50k-75k,current,0,First National,2026-07-26,2026-08-18,complete,legacy_crm
L-105223,B-505223,personal,2023-11-12,2026-11-12,453897.03,369149.13,7.96,36,AL,purchase,D,3-5 years,150k+,current,0,Wells Fargo Servicing,2026-08-23,2026-08-24,verified,origination
L-105224,B-505224,auto,2020-03-05,2023-03-05,223979.40,114760.72,8.63,36,PA,debt_consolidation,A,< 1 year,<30k,current,0,LoanCare,2026-08-28,2026-08-03,complete,origination
L-105225,B-505225,auto,2019-10-15,2024-10-15,185935.63,144445.66,6.07,60,PA,cash_out_refinance,C,5-10 years,75k-100k,current,0,LoanCare,2026-08-24,2026-08-08,complete,portal_upload
L-105226,B-505226,student,2022-05-03,2032-05-03,532989.62,226784.55,7.71,120,OK,refinance,B,< 1 year,150k+,current,0,Pennymac,2026-08-12,2026-08-24,complete,portal_upload
L-105227,B-505227,mortgage,2019-12-04,2039-12-04,340723.23,226164.91,7.95,240,IN,cash_out_refinance,D,< 1 year,50k-75k,current,0,First National,2026-08-15,2026-08-17,verified,servicing_core
